n;Bubble Sort;Merge Sort;Busca Sequencial;Busca Binaria
0;161;822;61;60
500;2271210;204443;932;80
1000;7898445;336481;1313;60
1500;15017060;539081;1914;61
2000;28360700;721764;2274;71
2500;41551656;923432;2875;90
3000;60416943;1174463;3427;80
3500;80893143;1328191;4077;60
4000;106092405;1512798;4469;70
4500;133793257;1736258;5040;70
5000;166710685;1976097;5590;60
5500;200176071;2161144;6212;80
6000;240168970;2400333;6953;80
6500;286592574;2597212;7193;70
7000;333452736;2877738;7805;80
7500;383361486;2991031;8456;70
8000;438971713;3299038;8977;80
8500;502633591;3417020;9397;70
9000;552908888;3696303;10189;70
9500;637757328;3931604;10379;80
10000;693660241;4251475;11281;80
10500;765954058;4345993;11682;80
11000;827410215;4576314;12103;70
11500;898181165;4717429;12643;90
12000;981358436;4910361;13084;60
12500;1058234747;5163385;14086;60
13000;1150599590;5356739;14327;80
13500;1246872400;5598522;14998;80
14000;1382274598;6378254;15900;91
14500;1484345441;6159644;16752;80
15000;1565230964;6414442;16631;80
15500;1715524386;6645886;17112;80
16000;1786451102;6754339;17733;70
16500;1905965717;7102352;18214;70
17000;2069843589;7230092;18745;91
17500;2228052385;8222323;19316;80
18000;2277225456;7670488;19797;81
18500;2400071383;7980468;20569;70
19000;2545932897;8365612;21009;80
19500;2666903938;8420414;21320;71
20000;2831046359;9085362;22342;80
20500;2991971883;8988470;36839;111
21000;3135214470;9423255;23244;70
21500;3269712882;9663946;23744;80
22000;3404031272;9485832;24085;80
22500;3596724781;9856236;24706;81
23000;3824519026;9990026;25748;80
23500;3956545352;10225347;25819;80
24000;4125132472;10550999;26580;80
24500;4255931721;10659482;26800;70
25000;4434868055;10976076;27922;70
25500;4617842192;11271810;28273;80
26000;4789923148;11719129;29095;70
26500;5065297845;11777889;29305;90
27000;5187905415;11862127;29455;80
27500;5501396729;12266965;30226;81
28000;5580497456;12558382;35246;91
28500;5764122535;12578318;31309;80
29000;5948024613;12760500;31870;80
29500;6243431451;13206416;32561;81
30000;6438145247;13263011;32792;70
30500;6704267757;13682778;33763;80
31000;7048547829;13737931;33924;71
31500;7254897751;14123114;34765;70
32000;7480410633;14414721;35126;80
32500;7728266005;14840348;36428;90
33000;7977728952;14616738;35797;91
33500;8153669422;15071691;37189;80
34000;8650161166;16233628;66906;150
34500;8748299483;15755190;37931;100
35000;9070998191;16235011;38543;91
35500;9319442372;16611926;48972;110
36000;9553668226;16771825;40075;80
36500;9798152128;16879646;40336;80
37000;10020040055;17311266;40566;90
37500;10410839359;17692469;42490;110
38000;10770028276;18014283;42229;90
38500;11102520369;19118341;42309;80
39000;11383494823;18110362;42881;110
39500;11689572408;19136274;44032;100
40000;11936947936;19061514;43983;100
40500;12236004432;18929917;45035;100
41000;12503436042;19486850;52228;130
41500;12840622798;19968121;46287;101
42000;13071220305;19479215;47098;111
42500;13539806038;20112210;47449;90
43000;13840439978;20604291;62097;110
43500;14107061687;20799446;48300;100
44000;14334735697;20554558;48571;140
44500;14663966715;20765832;49924;100
45000;15031872143;21086243;55575;100
45500;15261902982;21081572;50264;180
46000;15635149726;21524693;50735;140
46500;15991562853;22049936;51086;141
47000;16314080362;21745595;52248;100
47500;16659285689;22375928;53670;140
48000;17110536857;22557266;53350;100
48500;17469946890;23488179;54532;120
49000;17867802408;23353497;74049;140
49500;18208948362;23921860;55144;90
50000;18637415449;23698040;55805;120
50500;18941757928;24190062;55945;140
51000;19314484222;24181235;56446;90
51500;19733324877;25054942;57318;140
52000;20119520109;25966739;74179;111
52500;20616897110;25642912;67416;110
53000;21019001658;26091802;58620;130
53500;21386419719;25677154;59802;110
54000;21845178091;25881246;60503;60
54500;22178601319;26627765;75692;100
55000;22702455220;27120096;61024;120
55500;22823475962;25731253;60874;111
56000;22760191292;26146301;61575;101
56500;23232350119;26497227;62998;150
57000;23555146348;26465738;62697;200
57500;23995404766;26772382;63188;151
58000;24463054882;26887497;63519;120
58500;24991821141;27663671;63779;100
59000;26008422492;33333333;65994;120
59500;26115065970;28589255;66274;131
60000;26568572767;28267311;65593;130
60500;26899696283;29147439;66404;141
61000;27231963489;28831177;72496;101
61500;27783584847;28556120;67236;80
62000;28171002564;29329809;69400;120
62500;28713160544;29092774;68498;90
63000;28916539379;29861915;70843;90
63500;29698458810;30860966;70512;90
64000;29486255685;30439787;74249;101
64500;29900535276;29868376;70603;80
65000;30343916481;29970006;70553;110
65500;30637465223;30240313;71233;170
66000;31383714248;30657774;72426;180
66500;31735558252;30822282;72225;100
67000;32171171027;31929777;73448;120
67500;32753468826;31798150;73688;80
68000;33188239524;32100236;75271;100
68500;33638632865;31933814;74960;91
69000;34065964299;32409304;76414;100
69500;34674625548;32303425;75331;90
70000;35210071792;32690540;76393;70
70500;35796077937;33793897;77666;130
71000;36095155394;33509736;77656;120
71500;36587711172;33333094;77646;120
72000;37081307063;33621784;78057;101
72500;37764901886;33941854;79219;100
73000;38336720820;34064200;79479;120
73500;38775486193;34903661;80601;121
74000;39333276176;34576455;80350;100
74500;39908237803;34752648;80751;130
75000;40517638935;35153499;102812;161
75500;40936429520;36861701;82604;110
76000;41684248961;36215707;84357;100
76500;42226478965;36205778;83936;170
77000;42716154232;36167727;84007;110
77500;42962875615;36431790;84167;111
78000;43824528105;36725087;85390;100
78500;44325418803;36811346;86522;110
79000;44966042706;37191574;86311;70
79500;45492569693;37764063;86772;160
80000;46293576921;38060383;87364;90
80500;46694130900;38452533;87834;101
81000;47179510252;38305614;88225;110
81500;47843320696;38771289;88686;71
82000;48446549440;39679624;88936;131
82500;48763838420;38850447;89548;80
83000;49325573843;39054653;91882;131
83500;50247525598;39556667;91040;210
84000;50963173400;40096210;92162;71
84500;51556035224;40102094;91822;110
85000;52073081030;40075258;92073;70
85500;52609548874;40360234;92723;70
86000;53268420971;41080663;94426;120
86500;53603645663;40880401;93816;120
87000;54449929073;41406659;94908;101
87500;54967435093;41890426;95810;90
88000;55712006805;41637685;95399;100
88500;56254657305;41878427;96019;130
89000;56981088965;42426093;98074;360
89500;57555162728;42304628;97312;91
90000;58148524181;42517757;97904;100
90500;58829227740;42959686;98915;90
91000;59369537953;43093918;98815;180
91500;60384081249;43371960;99817;120
92000;60741143084;43601692;99907;91
92500;61582085406;43990118;101069;120
93000;62442277204;44131003;101049;100
93500;63258728326;45382409;102563;110
94000;64243732083;44806217;102483;100
94500;64857929346;45142825;103405;130
95000;65041268471;45138268;103234;130
95500;65829061136;47257068;103534;130
96000;66328615383;46447394;104095;120
96500;67268947278;45987830;105277;110
97000;67576611454;46142772;105327;110
97500;68554394612;46542966;106389;91
98000;69416388902;46635374;106409;110
98500;69686449113;46836348;106840;100
99000;70576313075;47296219;107852;111
99500;71247974830;47381988;108674;90
100000;71936450330;46753520;108533;100
